time side P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
10445309 0 40 42 39 40 9 22 0 1 0 4 7 10 4 1 0 2 -0.174 0.129 0.983 -2.73 2.59 -1.12 629 -0.24198 -0.08648 
10445319 0 39 42 39 39 10 21 0 1 0 4 8 10 4 0 0 0 -0.188 0.12 0.977 -2.94 2.59 -1.12 621 -0.24406 -0.08513 
10445332 0 39 44 39 39 10 21 0 1 0 5 8 10 5 1 0 0 -0.18 0.122 0.98 -3.01 2.38 -1.05 634 -0.23932 -0.08554 
10445339 0 39 43 39 39 9 21 0 1 0 6 8 10 4 1 0 1 -0.187 0.119 0.983 -2.8 2.31 -0.98 630 -0.2371 -0.08438 
10445349 0 38 42 39 38 9 21 0 1 0 5 8 10 5 1 0 1 -0.183 0.122 0.982 -2.52 2.24 -0.91 621 -0.23602 -0.08635 
10445359 0 40 44 38 39 11 21 0 2 0 4 8 10 6 2 0 0 -0.179 0.122 0.981 -2.38 2.45 -0.84 643 -0.23618 -0.0879 
10445371 0 40 43 39 40 11 21 0 1 0 4 8 9 5 2 0 0 -0.18 0.123 0.983 -2.24 2.59 -0.84 637 -0.24083 -0.08308 
10445379 0 39 43 39 39 10 20 0 1 0 4 8 10 4 2 0 1 -0.178 0.122 0.981 -2.03 2.38 -0.84 627 -0.23889 -0.08316 
10436585 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.226 0.049 0.973 -3.08 -4.13 3.29 31 0.0 0.0 
10436592 1 0 7 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.049 0.973 -3.22 -4.13 3.22 33 0.0 0.0 
10436602 1 0 5 2 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.219 0.045 0.976 -3.22 -3.99 3.22 25 0.0 0.0 
10445389 0 38 43 39 38 9 20 0 2 1 5 7 10 4 1 0 0 -0.185 0.121 0.982 -2.03 2.59 -0.84 622 -0.2379 -0.08366 
10445399 0 38 44 39 39 11 21 0 1 1 5 6 10 4 1 0 1 -0.181 0.124 0.973 -1.82 2.52 -0.7 631 -0.23956 -0.08253 
10445411 0 38 44 38 39 14 21 0 0 1 5 6 10 3 2 0 2 -0.183 0.117 0.979 -1.68 2.52 -0.7 634 -0.23704 -0.07747 
10436612 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.043 0.973 -3.15 -4.06 3.22 25 0.0 0.0 
10436624 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.215 0.041 0.976 -3.08 -4.13 3.22 25 0.0 0.0 
10436632 1 0 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.041 0.974 -3.01 -3.99 3.15 25 0.0 0.0 
10436642 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.046 0.974 -3.15 -4.06 3.22 31 0.0 0.0 
10436652 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.043 0.969 -3.08 -4.13 3.22 31 0.0 0.0 
10436664 1 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.228 0.045 0.977 -3.22 -4.06 3.29 23 0.0 0.0 
10436672 1 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.042 0.972 -3.15 -3.99 3.22 26 0.0 0.0 
10436682 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.224 0.043 0.973 -3.15 -4.06 3.15 28 0.0 0.0 
10445419 0 37 43 39 38 13 22 0 0 1 5 6 9 4 1 0 1 -0.184 0.122 0.982 -1.68 2.59 -0.63 624 -0.23995 -0.07886 
10445429 0 39 43 39 38 11 22 0 1 1 5 7 9 3 2 0 0 -0.179 0.119 0.983 -1.47 2.52 -0.56 630 -0.23942 -0.07782 
10445439 0 40 43 39 39 12 22 0 2 0 5 7 9 4 2 0 1 -0.184 0.119 0.981 -1.54 2.45 -0.63 643 -0.23825 -0.08297 
10445451 0 38 43 39 39 11 22 0 2 0 5 6 9 2 1 0 1 -0.179 0.118 0.979 -1.4 2.52 -0.56 624 -0.24491 -0.08337 
10445459 0 37 43 39 38 11 23 0 2 0 4 7 9 2 0 0 0 -0.181 0.121 0.982 -1.33 2.38 -0.56 618 -0.24751 -0.08573 
10445469 0 38 43 39 39 10 23 0 2 0 4 7 9 4 0 0 1 -0.178 0.121 0.979 -1.19 2.59 -0.56 627 -0.24442 -0.08958 
10445479 0 38 44 39 40 10 21 0 2 0 4 7 10 5 0 0 1 -0.183 0.118 0.981 -1.26 2.52 -0.56 632 -0.24257 -0.09113 
10445491 0 39 44 39 39 10 21 0 2 0 5 8 9 5 2 0 1 -0.178 0.124 0.981 -1.19 2.45 -0.49 639 -0.2361 -0.08616 
10445499 0 39 42 39 39 9 20 0 1 0 5 8 10 5 1 0 1 -0.183 0.126 0.979 -1.12 2.45 -0.56 624 -0.23742 -0.08525 
10445509 0 38 43 38 39 9 20 0 1 0 5 8 10 5 0 0 1 -0.178 0.122 0.981 -1.19 2.52 -0.56 619 -0.2397 -0.08831 
10445519 0 37 44 39 40 9 21 0 2 0 4 8 10 4 1 0 1 -0.186 0.114 0.977 -1.19 2.59 -0.56 629 -0.2394 -0.09049 
10445531 0 37 43 39 40 9 22 0 1 0 5 7 10 5 1 0 3 -0.177 0.124 0.978 -1.26 2.66 -0.56 630 -0.23538 -0.09068 
10445539 0 37 44 39 39 11 22 0 1 0 4 7 10 4 2 0 2 -0.183 0.123 0.98 -1.26 2.59 -0.63 631 -0.23747 -0.0867 
10445549 0 38 44 39 39 11 22 0 2 0 4 7 10 3 1 0 1 -0.18 0.121 0.98 -1.26 2.52 -0.56 632 -0.24204 -0.08688 
10445559 0 38 44 39 38 9 21 0 2 0 5 7 10 2 0 0 0 -0.182 0.122 0.985 -1.12 2.45 -0.42 617 -0.24664 -0.08508 
10445571 0 37 43 39 38 10 22 0 2 0 5 7 10 2 1 0 1 -0.18 0.121 0.979 -1.12 2.45 -0.42 621 -0.24029 -0.08539 
10445579 0 37 43 39 38 10 22 0 1 0 4 7 10 3 2 0 1 -0.178 0.123 0.979 -0.98 2.52 -0.49 619 -0.24002 -0.08446 
10436692 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.224 0.042 0.976 -3.22 -4.13 3.29 31 0.0 0.0 
10436704 1 0 4 4 2 0 0 0 0 1 0 0 0 0 0 0 0 -0.224 0.042 0.97 -3.29 -4.13 3.29 32 0.0 0.0 
10436712 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.224 0.045 0.972 -3.22 -4.06 3.36 28 0.0 0.0 
10436722 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.039 0.973 -3.15 -4.06 3.29 31 0.0 0.0 
10436732 1 0 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.225 0.04 0.972 -3.22 -4.13 3.36 29 0.0 0.0 
10436744 1 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.229 0.046 0.969 -3.15 -3.99 3.22 23 0.0 0.0 
10436752 1 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.225 0.041 0.977 -3.08 -4.13 3.29 23 0.0 0.0 
10445589 0 37 43 39 40 9 22 0 1 0 5 7 10 5 2 0 1 -0.184 0.123 0.981 -1.05 2.66 -0.49 629 -0.23579 -0.08864 
10445599 0 37 42 39 40 9 22 0 1 0 5 7 10 5 1 0 2 -0.18 0.123 0.977 -1.26 2.59 -0.49 626 -0.23606 -0.08985 
10445611 0 37 42 38 39 9 23 0 1 0 4 7 10 5 1 0 1 -0.187 0.125 0.977 -1.19 2.59 -0.49 619 -0.23888 -0.09113 
10445619 0 37 42 38 39 10 23 0 1 0 5 7 9 4 1 0 1 -0.186 0.127 0.98 -1.26 2.66 -0.42 619 -0.23976 -0.08732 
10445629 0 37 44 38 39 10 23 0 2 0 5 9 9 1 1 0 1 -0.181 0.125 0.972 -1.12 2.52 -0.49 627 -0.24004 -0.08602 
10445639 0 37 44 38 39 10 23 0 2 0 5 9 10 0 2 0 1 -0.184 0.12 0.985 -1.05 2.52 -0.49 630 -0.23711 -0.0846 
10445651 0 38 43 39 39 9 22 0 2 0 5 8 9 4 1 0 1 -0.181 0.128 0.98 -1.05 2.66 -0.42 629 -0.23867 -0.08788 
10445659 0 38 43 39 39 9 23 0 1 1 4 7 9 4 1 0 0 -0.178 0.126 0.976 -1.05 2.66 -0.42 624 -0.24266 -0.08468 
10445669 0 38 43 39 38 9 22 0 1 0 5 7 9 4 2 0 0 -0.178 0.126 0.976 -1.12 2.8 -0.49 620 -0.24109 -0.08351 
10445679 0 37 43 38 38 10 21 0 1 0 4 7 9 4 2 0 0 -0.177 0.123 0.976 -1.05 2.66 -0.49 611 -0.24232 -0.08431 
10445692 0 37 42 39 39 10 22 0 1 0 4 7 9 5 1 0 0 -0.184 0.122 0.981 -1.19 2.73 -0.49 617 -0.2424 -0.08714 
10445699 0 38 43 39 39 9 22 0 1 0 5 7 10 5 0 0 0 -0.185 0.125 0.976 -1.19 2.66 -0.63 623 -0.24255 -0.08854 
10445709 0 37 42 39 38 11 21 0 2 0 4 7 9 4 0 0 1 -0.185 0.125 0.976 -1.19 2.66 -0.63 615 -0.24308 -0.08702 
10445720 0 37 43 38 38 11 21 0 2 0 4 6 8 6 0 0 1 -0.183 0.122 0.98 -1.19 2.59 -0.56 614 -0.24483 -0.08998 
10445731 0 37 42 38 38 9 21 0 2 0 5 7 9 5 0 0 2 -0.183 0.122 0.979 -1.33 2.59 -0.63 613 -0.23884 -0.09063 
10445739 0 37 43 38 38 9 20 0 2 0 4 9 10 5 1 0 0 -0.186 0.124 0.979 -1.47 2.45 -0.7 618 -0.23622 -0.08989 
10445750 0 37 44 38 38 9 22 0 2 0 5 10 12 4 0 0 0 -0.186 0.124 0.979 -1.47 2.45 -0.7 633 -0.23176 -0.09281 
10445759 0 36 44 38 38 9 22 0 2 1 4 8 12 5 0 0 0 -0.181 0.123 0.986 -1.61 2.45 -0.77 628 -0.23301 -0.09351 
10436762 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.039 0.971 -3.08 -4.13 3.29 25 0.0 0.0 
10436772 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.047 0.972 -3.15 -4.06 3.29 28 0.0 0.0 
10436784 1 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.047 0.974 -3.15 -4.2 3.29 26 0.0 0.0 
10436792 1 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.039 0.973 -3.15 -4.13 3.29 26 0.0 0.0 
10436802 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.046 0.973 -3.08 -3.99 3.22 28 0.0 0.0 
10436812 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.219 0.045 0.967 -3.22 -3.99 3.22 31 0.0 0.0 
10436824 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.042 0.975 -3.22 -4.06 3.15 31 0.0 0.0 
10436832 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.042 0.971 -3.22 -3.99 3.29 28 0.0 0.0 
10436842 1 0 5 3 1 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.042 0.971 -3.22 -3.99 3.29 25 0.0 0.0 
10436852 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.215 0.038 0.97 -3.22 -4.13 3.29 31 0.0 0.0 
10436864 1 0 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.041 0.973 -3.15 -4.13 3.29 34 0.0 0.0 
10436872 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.046 0.969 -3.08 -4.06 3.15 25 0.0 0.0 
10436883 1 0 4 4 2 0 0 0 0 0 1 0 0 0 0 0 0 -0.218 0.042 0.975 -3.01 -4.06 3.22 31 0.0 0.0 
10436892 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.217 0.047 0.972 -3.15 -4.06 3.29 31 0.0 0.0 
10445771 0 37 44 39 38 9 22 0 2 1 4 8 11 5 1 0 0 -0.181 0.123 0.986 -1.47 2.45 -0.77 633 -0.23357 -0.08981 
10445779 0 37 44 39 38 10 21 0 2 0 4 8 10 5 2 0 1 -0.178 0.123 0.984 -1.47 2.38 -0.63 630 -0.23447 -0.08889 
10445789 0 37 44 39 38 10 22 0 1 0 5 8 9 4 2 0 3 -0.178 0.123 0.984 -1.47 2.38 -0.63 630 -0.23414 -0.08578 
10445799 0 38 44 39 38 11 22 0 1 0 4 7 10 4 0 0 2 -0.185 0.125 0.984 -1.47 2.45 -0.56 626 -0.2428 -0.08712 
10445811 0 37 44 39 38 11 22 0 1 0 4 8 9 6 0 0 2 -0.183 0.123 0.989 -1.4 2.31 -0.7 628 -0.23893 -0.08998 
10445819 0 38 44 38 40 10 21 0 1 0 4 9 9 4 1 0 2 -0.183 0.124 0.977 -1.33 2.38 -0.7 629 -0.23949 -0.08745 
10445829 0 39 43 38 39 12 20 0 2 0 4 8 9 4 1 0 1 -0.183 0.121 0.995 -1.33 2.31 -0.7 629 -0.24064 -0.08465 
10445839 0 37 43 38 39 12 21 0 2 0 5 7 12 4 1 0 1 -0.179 0.122 0.979 -1.4 2.52 -0.7 635 -0.2326 -0.08932 
10445851 0 37 43 39 39 10 22 0 1 0 5 8 12 5 1 0 0 -0.184 0.121 0.98 -1.4 2.52 -0.63 634 -0.23267 -0.08974 
10445859 0 37 43 39 39 10 21 0 2 0 5 8 10 4 1 0 0 -0.175 0.12 0.98 -1.4 2.45 -0.63 627 -0.23715 -0.08759 
10445869 0 37 44 39 40 9 21 0 2 0 5 9 10 5 0 0 0 -0.182 0.125 0.978 -1.47 2.38 -0.63 633 -0.23741 -0.09176 
10436904 1 0 6 2 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.042 0.973 -3.08 -3.99 3.29 27 0.0 0.0 
10436912 1 0 7 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.048 0.975 -3.08 -3.92 3.29 33 0.0 0.0 
10436922 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.226 0.043 0.973 -3.08 -3.99 3.22 28 0.0 0.0 
10436932 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.216 0.041 0.972 -3.15 -3.99 3.22 31 0.0 0.0 
10436944 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.042 0.971 -3.22 -4.13 3.22 31 0.0 0.0 
10445879 0 37 44 39 39 9 21 0 2 0 5 9 11 4 0 0 0 -0.181 0.125 0.98 -1.4 2.45 -0.7 630 -0.23665 -0.09067 
10445891 0 37 43 39 40 9 21 0 2 0 4 8 11 4 1 0 1 -0.179 0.124 0.977 -1.33 2.52 -0.7 629 -0.23663 -0.09113 
10445899 0 37 44 39 40 10 23 0 1 0 4 8 13 5 1 0 1 -0.181 0.126 0.979 -1.4 2.45 -0.77 644 -0.23202 -0.09363 
10445909 0 37 44 39 39 10 23 0 1 0 4 7 12 4 0 0 1 -0.183 0.123 0.98 -1.4 2.45 -0.7 631 -0.23971 -0.09161 
10445919 0 37 43 39 39 9 22 0 1 0 4 7 10 5 0 0 1 -0.181 0.122 0.974 -1.47 2.38 -0.7 619 -0.24259 -0.09068 
10436952 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.041 0.973 -3.22 -4.13 3.36 31 0.0 0.0 
10436962 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.044 0.974 -3.22 -3.99 3.36 31 0.0 0.0 
10436972 1 0 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.042 0.973 -3.08 -4.06 3.29 28 0.0 0.0 
10436984 1 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.227 0.041 0.97 -3.01 -3.99 3.29 26 0.0 0.0 
10436992 1 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.044 0.979 -2.94 -3.99 3.29 23 0.0 0.0 
10437002 1 0 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.218 0.043 0.975 -3.01 -4.06 3.29 28 0.0 0.0 
10445932 0 37 43 38 40 9 23 0 1 0 4 7 12 4 1 0 0 -0.185 0.123 0.982 -1.4 2.38 -0.63 626 -0.23865 -0.09204 
10445939 0 37 43 39 40 9 23 0 1 0 4 8 12 6 1 0 0 -0.179 0.127 0.98 -1.33 2.45 -0.56 637 -0.23368 -0.09401 
10445949 0 37 43 39 39 8 23 0 2 0 4 8 11 6 0 0 1 -0.182 0.125 0.977 -1.26 2.45 -0.63 631 -0.23548 -0.09668 
10445960 0 37 42 39 39 8 22 0 2 0 4 8 11 4 2 0 2 -0.177 0.125 0.983 -1.26 2.52 -0.63 627 -0.23198 -0.09131 
10437012 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.041 0.969 -3.08 -4.06 3.29 31 0.0 0.0 
10437024 1 0 5 4 3 1 0 0 0 0 0 0 0 0 0 0 0 -0.216 0.045 0.972 -3.01 -4.06 3.15 37 0.0 0.0 
10437032 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.229 0.04 0.972 -3.01 -4.13 3.29 25 0.0 0.0 
10437042 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.044 0.969 -3.15 -4.2 3.36 28 0.0 0.0 
10437052 1 0 5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.041 0.972 -3.15 -4.06 3.29 37 0.0 0.0 
10437064 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.051 0.974 -3.15 -4.13 3.29 31 0.0 0.0 
10445972 0 37 42 39 39 8 21 0 2 0 4 8 10 5 2 0 2 -0.19 0.119 0.986 -1.26 2.45 -0.49 624 -0.23289 -0.0909 
10445979 0 37 43 39 38 8 21 0 1 0 4 8 10 6 1 0 1 -0.184 0.125 0.985 -1.33 2.45 -0.56 618 -0.23717 -0.09041 
10445990 0 37 43 39 39 8 21 0 2 0 5 8 10 5 0 0 3 -0.177 0.125 0.979 -1.4 2.52 -0.63 626 -0.23486 -0.09302 
10446000 0 37 43 39 39 9 23 0 2 0 5 7 10 6 0 0 2 -0.181 0.123 0.979 -1.54 2.38 -0.63 633 -0.23554 -0.09473 
10446011 0 37 42 39 39 8 22 0 2 0 4 6 10 6 0 0 0 -0.183 0.125 0.976 -1.47 2.31 -0.63 616 -0.24294 -0.09392 
10437072 1 0 5 3 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.223 0.042 0.976 -3.08 -3.99 3.29 31 0.0 0.0 
10437082 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.218 0.045 0.969 -3.22 -4.06 3.22 25 0.0 0.0 
10437092 1 0 4 4 3 0 0 0 0 1 0 0 0 0 0 0 0 -0.217 0.043 0.976 -3.15 -3.85 3.22 35 0.0 0.0 
10437104 1 0 5 4 2 0 0 0 0 1 0 0 0 0 0 0 0 -0.217 0.045 0.975 -3.08 -3.99 3.22 34 0.0 0.0 
10437112 1 0 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.217 0.04 0.973 -3.22 -3.99 3.29 34 0.0 0.0 
10437123 1 0 5 5 3 1 0 0 0 0 0 0 0 0 0 0 0 -0.216 0.047 0.975 -3.22 -4.13 3.29 40 0.0 0.0 
10437132 1 0 5 4 3 1 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.042 0.969 -3.15 -4.13 3.36 37 0.0 0.0 
10437144 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.043 0.976 -3.22 -4.13 3.29 31 0.0 0.0 
10437152 1 0 5 3 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.224 0.047 0.973 -3.22 -4.06 3.29 31 0.0 0.0 
10437162 1 0 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.04 0.979 -3.22 -4.13 3.29 28 0.0 0.0 
10437172 1 0 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.225 0.047 0.975 -3.01 -4.13 3.22 31 0.0 0.0 
10446020 0 36 42 39 38 9 22 0 2 0 4 7 9 6 0 0 1 -0.181 0.118 0.979 -1.47 2.38 -0.63 614 -0.2399 -0.09314 
10446030 0 37 44 38 38 10 23 0 2 0 5 7 10 7 1 0 2 -0.174 0.124 0.98 -1.54 2.31 -0.77 637 -0.23149 -0.09491 
10446040 0 37 44 38 39 9 23 0 2 0 5 8 10 5 1 0 1 -0.184 0.125 0.982 -1.54 2.45 -0.7 634 -0.23455 -0.09312 
10446052 0 37 44 39 39 9 22 0 2 0 5 8 10 5 0 0 1 -0.181 0.125 0.979 -1.47 2.45 -0.63 631 -0.23747 -0.09239 
10446060 0 37 44 38 39 9 22 0 2 0 4 7 10 6 0 0 2 -0.178 0.128 0.978 -1.54 2.38 -0.7 626 -0.23867 -0.09578 
10446070 0 37 43 38 40 9 23 0 1 0 4 7 10 6 0 0 1 -0.181 0.125 0.978 -1.47 2.52 -0.56 624 -0.24071 -0.09447 
10437186 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.217 0.045 0.973 -3.08 -4.06 3.22 25 0.0 0.0 
10446080 0 38 44 38 40 9 23 0 2 0 4 7 10 7 1 0 0 -0.187 0.125 0.976 -1.54 2.52 -0.63 637 -0.23814 -0.09565 
10446092 0 38 44 38 39 9 21 0 1 0 5 7 10 7 2 1 1 -0.178 0.122 0.975 -1.68 2.45 -0.7 633 -0.23134 -0.09016 
10446100 0 37 43 38 38 9 21 0 1 0 4 7 10 6 2 0 0 -0.178 0.123 0.981 -1.61 2.45 -0.77 615 -0.23763 -0.0889 
10446110 0 37 44 38 39 8 22 0 2 0 4 8 10 5 1 0 0 -0.178 0.122 0.979 -1.61 2.38 -0.84 623 -0.23905 -0.0932 
10446120 0 37 44 38 39 8 22 0 2 1 4 8 10 5 1 0 1 -0.181 0.123 0.982 -1.54 2.45 -0.7 628 -0.23482 -0.09163 
10446132 0 37 44 38 40 9 22 0 1 0 5 7 10 5 1 0 2 -0.18 0.12 0.979 -1.54 2.45 -0.7 628 -0.23736 -0.09133 
10446140 0 36 43 38 40 9 23 0 1 0 5 7 10 5 1 0 2 -0.183 0.127 0.977 -1.54 2.52 -0.7 626 -0.23549 -0.0928 
10446150 0 36 43 38 39 9 23 0 1 0 4 8 10 5 1 0 3 -0.182 0.122 0.976 -1.61 2.52 -0.7 624 -0.23387 -0.09351 
10446160 0 36 43 38 39 8 23 0 1 0 4 8 10 5 0 0 3 -0.184 0.127 0.981 -1.61 2.52 -0.7 619 -0.23683 -0.09528 
10446172 0 37 43 38 39 9 23 0 1 0 4 7 10 5 0 0 2 -0.184 0.125 0.983 -1.61 2.52 -0.77 620 -0.2406 -0.09297 
10446180 0 38 43 38 39 9 22 0 2 0 4 9 10 5 0 0 1 -0.179 0.125 0.974 -1.68 2.45 -0.7 629 -0.23741 -0.09288 
10437192 1 0 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.043 0.974 -3.08 -4.13 3.22 28 0.0 0.0 
10437202 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.22 0.043 0.974 -3.08 -4.13 3.22 25 0.0 0.0 
10446190 0 38 42 38 39 9 22 0 2 0 4 9 10 4 0 0 1 -0.184 0.123 0.979 -1.61 2.45 -0.7 624 -0.23823 -0.09119 
10446200 0 37 43 38 38 9 23 0 2 0 5 9 9 4 0 0 1 -0.181 0.123 0.979 -1.61 2.52 -0.7 623 -0.23744 -0.09098 
10446212 0 37 43 38 39 9 23 0 2 0 4 9 10 4 0 1 1 -0.18 0.124 0.973 -1.4 2.52 -0.7 629 -0.23485 -0.09321 
10446220 0 37 42 38 38 8 23 0 2 1 4 8 10 4 0 0 2 -0.179 0.123 0.974 -1.47 2.45 -0.7 620 -0.23523 -0.09138 
10446230 0 37 43 38 38 8 22 0 1 0 4 7 10 5 1 0 2 -0.183 0.124 0.98 -1.47 2.45 -0.63 614 -0.2389 -0.09119 
10446240 0 37 43 38 38 8 22 0 1 0 4 7 10 6 1 0 0 -0.179 0.121 0.976 -1.54 2.38 -0.7 613 -0.24023 -0.09154 
10437212 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.045 0.978 -3.15 -4.13 3.29 28 0.0 0.0 
10446252 0 37 43 38 39 9 22 0 2 0 4 9 9 5 1 0 0 -0.187 0.124 0.981 -1.54 2.45 -0.7 624 -0.23773 -0.09133 
10446260 0 37 42 39 38 9 22 0 2 0 5 9 10 5 1 0 1 -0.181 0.127 0.981 -1.61 2.38 -0.7 629 -0.23129 -0.09027 
10446270 0 36 42 39 39 9 21 0 1 0 4 8 10 7 1 0 1 -0.185 0.122 0.975 -1.61 2.45 -0.7 621 -0.23385 -0.09234 
10446280 0 37 42 39 39 8 21 0 1 0 4 8 10 6 0 0 1 -0.185 0.125 0.977 -1.54 2.52 -0.77 616 -0.23913 -0.09177 
10446292 0 37 43 39 38 9 22 0 2 0 4 9 11 5 0 0 1 -0.187 0.125 0.98 -1.54 2.45 -0.7 629 -0.23452 -0.0932 
10446300 0 37 44 39 39 9 23 0 1 0 4 9 10 5 0 0 2 -0.181 0.124 0.98 -1.61 2.45 -0.7 632 -0.2372 -0.09259 
10437224 1 0 5 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.221 0.042 0.971 -3.22 -4.06 3.22 31 0.0 0.0 
10437232 1 0 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.226 0.042 0.974 -3.08 -4.06 3.22 28 0.0 0.0 
10437242 1 0 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.226 0.042 0.974 -3.08 -4.06 3.22 28 0.0 0.0 
10437252 1 0 4 4 3 0 1 0 0 0 0 0 0 0 0 0 0 -0.22 0.042 0.969 -3.15 -4.13 3.15 34 0.0 0.0 
10446310 0 37 44 39 39 9 22 0 2 0 4 8 10 5 1 0 0 -0.183 0.124 0.977 -1.54 2.52 -0.7 629 -0.23864 -0.09158 
10446320 0 37 44 39 39 9 22 0 2 0 4 7 10 5 2 0 1 -0.183 0.118 0.979 -1.68 2.59 -0.77 630 -0.23694 -0.091 
10437264 1 0 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.226 0.046 0.972 -3.22 -4.06 3.22 34 0.0 0.0 
10437272 1 0 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.214 0.046 0.971 -3.22 -4.13 3.29 34 0.0 0.0 
10437282 1 0 5 3 4 0 0 0 0 0 0 0 0 0 0 0 0 -0.214 0.046 0.971 -3.22 -4.13 3.29 34 0.0 0.0 
10437292 1 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 -0.219 0.043 0.969 -3.08 -4.13 3.22 34 0.0 0.0 
10437304 1 0 5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.045 0.976 -3.08 -4.06 3.29 37 0.0 0.0 
10437312 1 0 4 4 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.228 0.046 0.972 -3.15 -4.06 3.29 28 0.0 0.0 
10437322 1 0 4 3 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.222 0.042 0.97 -3.01 -4.13 3.22 25 0.0 0.0 
