time side P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
10523928 0 43 67 46 47 16 26 0 2 0 2 5 8 4 5 0 0 -0.155 0.134 0.983 -0.91 0.21 -0.77 769 -0.25899 -0.08551 
10514478 1 0 0 0 0 0 0 0 0 1 3 4 2 3 0 0 0 0.331 0.045 0.824 -4.06 -12.32 -0.56 36 0.0 0.0 
10523936 0 42 68 46 47 16 25 0 2 0 2 4 7 4 5 0 1 -0.166 0.122 0.976 -1.54 0.42 -0.91 762 -0.26177 -0.0853 
10514488 1 0 0 0 0 0 0 0 0 0 3 3 2 2 0 0 0 0.196 -0.269 0.802 -1.47 -6.44 -10.22 28 0.0 0.0 
10514500 1 0 0 0 0 0 0 0 0 0 2 3 2 3 0 0 0 0.293 -0.207 1.026 -19.88 4.2 -23.94 27 0.0 0.0 
10514508 1 0 0 0 0 0 0 0 0 0 2 3 1 3 0 0 0 -0.303 -0.041 0.672 -27.23 -11.97 -44.94 24 0.0 0.0 
10514518 1 0 0 0 0 0 0 0 0 0 2 2 1 2 0 0 0 -0.303 -0.041 0.672 -27.23 -11.97 -44.94 19 0.0 0.0 
10514528 1 0 0 0 0 0 0 0 0 0 2 3 1 3 0 0 0 -0.207 -0.003 0.975 -22.33 22.82 -59.15 24 0.0 0.0 
10514540 1 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 -0.04 0.078 1.19 -27.37 27.72 -58.8 19 0.0 0.0 
10514548 1 0 0 0 0 0 0 0 0 0 1 2 1 2 0 0 0 -0.43 0.248 0.812 -22.47 21.98 -56.63 16 0.0 0.0 
10523946 0 45 69 46 46 16 24 0 2 0 3 4 6 4 6 0 1 -0.166 0.122 0.976 -1.54 0.42 -0.91 769 -0.26204 -0.08002 
10523956 0 45 67 45 46 16 25 1 2 0 2 4 7 4 5 0 0 -0.146 0.128 0.982 -1.54 0.63 -0.98 764 -0.26208 -0.08082 
10523968 0 44 68 45 47 16 25 0 2 0 2 4 7 4 5 0 0 -0.143 0.136 0.99 -1.68 0.7 -0.98 763 -0.26402 -0.08412 
10514558 1 0 0 0 0 0 0 0 0 0 1 2 1 2 0 0 0 -1.25 0.441 0.434 -8.75 27.51 -56.42 16 0.0 0.0 
10523976 0 43 68 46 47 16 24 0 2 0 2 4 7 4 5 0 0 -0.16 0.132 0.996 -1.61 1.05 -1.12 760 -0.26394 -0.0834 
10523986 0 43 68 46 47 15 24 0 2 0 2 4 7 4 4 0 0 -0.16 0.132 0.996 -1.61 1.05 -1.12 755 -0.26657 -0.08478 
10523996 0 44 68 46 46 15 25 0 2 0 3 4 9 4 4 0 0 -0.146 0.127 0.969 -2.17 1.12 -1.12 766 -0.26109 -0.08528 
10524008 0 44 67 46 46 16 25 1 2 0 2 4 9 4 4 0 0 -0.151 0.139 0.988 -2.31 1.26 -1.05 768 -0.26008 -0.08323 
10514568 1 0 0 0 0 0 0 0 0 0 2 2 1 2 0 0 0 -0.62 0.079 0.968 -3.43 51.24 -53.2 19 0.0 0.0 
10524016 0 46 69 46 47 16 25 0 2 0 1 4 7 4 5 0 0 -0.205 0.098 0.976 -2.73 1.19 -0.98 771 -0.2674 -0.08283 
10524026 0 46 69 46 47 15 24 0 2 0 2 3 6 2 5 0 0 -0.205 0.098 0.976 -2.73 1.19 -0.98 758 -0.2729 -0.07882 
10514580 1 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 0.07 0.044 1.085 -13.37 71.82 -45.43 16 0.0 0.0 
10514588 1 0 0 0 0 0 0 0 0 0 1 2 1 2 0 0 0 -1.521 0.45 0.913 -19.39 61.46 -38.92 16 0.0 0.0 
10514598 1 0 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 -1.111 0.273 1.011 -14.21 58.59 -35.21 13 0.0 0.0 
10524036 0 44 68 46 47 15 24 1 2 0 2 4 6 0 5 0 0 -0.113 0.151 1.03 -2.31 0.91 -1.19 752 -0.27038 -0.07592 
10524048 0 44 68 46 47 15 24 1 2 0 1 4 7 4 5 0 0 -0.19 0.107 0.937 -2.03 2.31 -0.98 761 -0.26503 -0.08204 
10514608 1 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 0.785 0.402 1.093 -10.5 80.29 -32.69 13 0.0 0.0 
10514620 1 0 0 0 0 0 0 0 0 0 1 2 1 2 0 0 0 1.672 -0.208 2.451 11.06 78.96 -29.54 16 0.0 0.0 
10524056 0 44 67 46 47 15 24 0 2 0 1 4 6 4 5 0 1 -0.212 0.117 0.975 -1.75 1.54 -0.84 753 -0.26699 -0.08317 
10524066 0 43 69 46 47 16 24 0 2 0 1 4 6 3 6 0 0 -0.11 0.105 1.029 -2.17 1.89 -0.21 757 -0.26742 -0.08144 
10524076 0 44 69 46 46 16 24 0 2 0 1 4 8 2 6 0 0 -0.077 0.121 1.056 -2.03 1.47 -0.42 760 -0.26559 -0.08062 
10524088 0 43 67 46 47 16 24 0 2 0 2 4 8 1 5 0 0 -0.124 0.16 1.039 -2.03 1.68 0.28 754 -0.26568 -0.08039 
10514628 1 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0.802 0.401 0.324 3.29 43.82 -29.96 10 0.0 0.0 
10514638 1 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 2.373 0.33 1.952 13.51 21.7 -28.56 10 0.0 0.0 
10514648 1 0 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 2.184 0.328 0.757 13.72 -41.58 -15.96 13 0.0 0.0 
10524096 0 42 69 46 47 15 23 0 2 0 2 3 8 3 4 0 0 -0.175 0.107 0.935 -1.05 2.1 0.21 749 -0.26844 -0.08454 
10524106 0 46 69 45 47 13 23 0 2 0 2 4 8 3 5 0 0 -0.141 0.114 0.973 -2.1 2.8 0.56 757 -0.26764 -0.08282 
10514660 1 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 1.498 0.241 0.432 16.31 -57.54 -6.23 10 0.0 0.0 
10514668 1 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0.808 0.191 0.123 17.15 -40.25 -3.78 10 0.0 0.0 
10514678 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0.402 0.118 0.317 10.36 2.45 -7.49 8 0.0 0.0 
10524116 0 46 69 45 47 16 23 0 2 0 2 3 7 3 4 0 0 -0.135 0.143 0.996 -0.98 4.2 0.35 758 -0.27171 -0.08097 
10524128 0 45 68 46 47 17 24 0 2 0 2 3 6 3 5 0 0 -0.133 0.122 1.017 -0.49 5.6 0.84 761 -0.26941 -0.0793 
10524136 0 44 67 46 47 17 25 0 2 0 2 4 6 3 5 0 0 -0.172 0.121 0.932 0.28 5.81 0.91 761 -0.2661 -0.08061 
10514688 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0.333 0.168 0.986 0.42 34.93 -11.83 10 0.0 0.0 
10514700 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0.136 0.209 1.349 -2.87 33.11 -10.01 10 0.0 0.0 
10514708 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 -0.097 0.186 1.24 1.61 23.8 -4.06 8 0.0 0.0 
10514718 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 -0.199 0.146 1.166 9.94 23.59 3.99 8 0.0 0.0 
10514728 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 -0.055 0.126 1.236 18.83 22.68 11.06 8 0.0 0.0 
10514740 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.115 0.11 1.234 25.97 13.09 13.79 8 0.0 0.0 
10524146 0 43 67 46 47 16 26 0 2 0 2 4 9 2 4 0 0 -0.135 0.108 0.97 2.1 6.09 1.26 762 -0.26373 -0.08467 
10524156 0 43 68 45 47 16 25 0 2 0 2 4 9 3 4 0 0 -0.134 0.123 0.973 3.78 5.39 1.47 761 -0.26332 -0.08606 
10514748 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.168 0.077 1.175 25.9 -0.77 12.53 8 0.0 0.0 
10524168 0 42 67 45 47 16 26 0 2 0 2 4 8 4 2 0 0 -0.155 0.125 0.971 6.3 5.32 2.03 754 -0.26646 -0.08926 
10524176 0 42 67 45 47 16 26 0 2 0 2 4 8 4 2 0 0 -0.148 0.122 0.991 7.98 5.04 2.73 754 -0.26646 -0.08926 
10524186 0 41 69 44 47 16 29 0 2 0 1 4 9 6 2 0 0 -0.166 0.138 0.97 9.31 4.97 2.94 767 -0.26303 -0.09698 
10514758 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.174 0.069 1.006 19.18 -11.34 7.28 5 0.0 0.0 
10514768 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.171 0.058 0.895 9.03 -14.7 -0.21 8 0.0 0.0 
10524196 0 40 69 44 47 14 30 0 3 0 2 5 9 9 3 0 1 -0.143 0.127 0.989 10.85 5.32 3.15 781 -0.25111 -0.10355 
10524208 0 42 68 43 47 13 33 0 3 0 2 5 9 9 1 0 0 -0.153 0.136 0.981 12.39 4.9 3.43 781 -0.25608 -0.10641 
10524216 0 42 67 43 47 13 34 0 3 0 2 5 9 10 0 0 0 -0.16 0.136 0.981 14.35 4.83 3.43 782 -0.25587 -0.10876 
10514780 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.141 0.074 0.763 -1.54 -13.65 -7.63 8 0.0 0.0 
10524226 0 43 71 43 47 12 36 0 3 0 2 6 11 12 1 0 1 -0.156 0.148 0.995 15.12 4.41 3.5 815 -0.24763 -0.11348 
10524236 0 43 71 43 47 11 37 0 4 0 3 6 12 13 1 0 1 -0.16 0.152 0.976 15.05 3.64 3.22 827 -0.24209 -0.11711 
10514788 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.165 0.055 0.77 -10.64 -6.86 -13.86 8 0.0 0.0 
10514798 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.192 0.1 0.878 -17.99 -0.49 -18.27 8 0.0 0.0 
10524248 0 42 69 43 47 11 38 0 5 0 3 5 12 15 0 0 1 -0.166 0.14 0.982 15.19 2.8 3.29 826 -0.2401 -0.12233 
10524256 0 40 68 42 47 10 38 0 5 0 2 6 12 19 0 0 1 -0.144 0.157 0.983 16.17 2.24 3.01 821 -0.23411 -0.12976 
10514808 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.13 0.096 0.862 -18.62 1.89 -20.93 8 0.0 0.0 
10524266 0 40 68 42 47 11 40 0 5 0 3 6 16 19 0 0 1 -0.159 0.162 1.008 15.89 1.75 2.73 844 -0.2255 -0.13169 
10514820 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.194 0.067 0.975 -19.04 3.64 -22.19 8 0.0 0.0 
10514828 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.213 0.101 1.019 -20.16 0.28 -22.47 3 0.0 0.0 
10524276 0 40 68 42 47 11 40 0 7 0 3 6 16 20 0 0 0 -0.153 0.171 0.998 15.61 1.82 2.38 854 -0.22334 -0.13483 
10524288 0 39 69 41 47 11 40 0 7 0 1 6 16 22 0 0 0 -0.151 0.156 0.977 14.35 1.68 2.03 849 -0.22409 -0.13968 
10514838 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0.261 0.146 1.027 -18.62 -2.24 -21.84 5 0.0 0.0 
10524296 0 38 68 41 46 9 40 0 8 0 2 6 16 23 0 0 0 -0.159 0.166 0.982 12.95 1.75 1.68 844 -0.21969 -0.14301 
10514848 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0.251 0.19 1.0 -15.05 -5.46 -19.6 8 0.0 0.0 
10514860 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.297 0.227 0.96 -11.76 -6.65 -15.33 5 0.0 0.0 
10524306 0 38 68 41 46 10 40 0 10 0 2 6 16 24 0 0 0 -0.151 0.165 0.979 11.83 1.89 1.4 858 -0.21628 -0.14559 
10524316 0 37 67 41 46 11 40 0 10 0 1 6 16 25 0 0 0 -0.16 0.178 0.988 10.64 2.31 1.19 855 -0.21521 -0.14721 
10514868 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.331 0.258 0.96 -8.75 -7.35 -10.36 2 0.0 0.0 
10514878 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.339 0.265 0.954 -6.51 -8.26 -4.83 0 0.0 0.0 
10514888 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.319 0.272 0.911 -5.04 -8.68 0.91 2 0.0 0.0 
10524328 0 37 67 41 46 10 43 0 10 0 1 6 17 26 0 0 1 -0.156 0.178 0.982 9.38 2.38 0.98 868 -0.21143 -0.15085 
10524336 0 36 67 41 46 9 43 0 10 0 2 6 18 27 0 0 1 -0.154 0.182 0.97 8.12 2.66 0.91 870 -0.20721 -0.15305 
10524346 0 37 67 40 46 9 42 0 12 0 2 6 18 28 0 0 1 -0.155 0.18 0.978 6.65 2.87 0.56 878 -0.20496 -0.15573 
10514900 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.308 0.273 0.901 -3.43 -6.37 6.86 0 0.0 0.0 
10514908 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.271 0.229 0.91 0.56 0.14 18.48 2 0.0 0.0 
10514918 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.271 0.229 0.91 0.56 0.14 18.48 5 0.0 0.0 
10524356 0 37 67 40 46 10 41 0 12 0 2 7 17 28 0 0 0 -0.151 0.179 0.972 5.18 2.73 0.21 876 -0.20578 -0.15374 
10524368 0 37 67 40 45 9 43 0 13 0 1 7 17 28 0 0 0 -0.149 0.177 0.972 4.27 2.87 -0.14 877 -0.20594 -0.15687 
10524376 0 36 67 40 45 9 45 0 13 0 1 6 18 28 0 0 0 -0.155 0.182 0.973 3.57 3.01 -0.35 880 -0.20499 -0.15909 
10514928 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.248 0.205 0.925 1.96 3.15 23.17 2 0.0 0.0 
10524386 0 36 67 39 46 9 45 0 13 0 1 6 18 28 0 0 1 -0.153 0.172 0.966 3.43 2.87 -0.42 882 -0.20411 -0.16044 
10514941 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.208 0.172 0.945 2.31 5.95 26.32 3 0.0 0.0 
10514948 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.19 0.14 0.991 0.35 6.93 27.86 5 0.0 0.0 
10514958 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.19 0.14 0.991 0.35 6.93 27.86 5 0.0 0.0 
10524396 0 33 66 39 46 9 45 0 13 0 2 6 18 29 0 0 1 -0.164 0.17 0.981 3.99 2.52 -0.35 876 -0.19912 -0.16311 
10524408 0 36 67 39 45 8 43 0 13 0 1 6 19 29 0 0 1 -0.16 0.179 0.975 4.62 2.24 -0.42 875 -0.20208 -0.16147 
10524416 0 36 67 39 45 8 44 0 14 0 1 6 19 30 0 0 1 -0.144 0.185 0.971 5.04 2.31 -0.14 885 -0.20003 -0.16372 
10514968 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.176 0.131 0.976 -0.84 5.95 27.51 2 0.0 0.0 
10514980 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.192 0.121 0.981 -2.52 5.46 26.32 5 0.0 0.0 
10524426 0 33 66 39 45 9 44 0 14 0 1 6 19 30 0 0 1 -0.156 0.188 0.971 5.04 2.45 -0.07 877 -0.19719 -0.16558 
10524436 0 35 67 39 45 9 45 0 15 0 1 6 19 31 0 0 1 -0.156 0.192 0.976 4.76 2.52 -0.21 894 -0.19714 -0.16604 
10514988 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.197 0.132 0.978 -3.85 4.55 25.97 5 0.0 0.0 
10524448 0 33 67 40 45 9 44 0 15 0 1 5 21 30 0 0 1 -0.156 0.183 0.971 4.41 2.38 -0.35 889 -0.19591 -0.16677 
10514998 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.19 0.141 0.968 -4.55 3.57 25.76 2 0.0 0.0 
10515008 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.188 0.137 0.96 -5.18 3.22 25.9 0 0.0 0.0 
10524456 0 32 66 40 45 8 47 0 15 0 0 5 21 31 0 0 1 -0.152 0.182 0.975 4.34 2.1 -0.49 889 -0.19485 -0.171 
10524466 0 35 66 39 45 7 47 0 16 0 0 6 20 31 0 0 1 -0.159 0.189 0.973 4.55 1.54 -0.77 896 -0.19592 -0.17047 
10515020 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.194 0.138 0.946 -5.53 3.71 26.39 0 0.0 0.0 
10524476 0 36 66 39 46 7 49 0 16 0 1 6 20 31 0 0 2 -0.155 0.188 0.978 4.34 1.19 -0.98 912 -0.19432 -0.16995 
10515028 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.201 0.137 0.957 -4.69 4.41 27.23 0 0.0 0.0 
10515038 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.202 0.128 0.966 -3.99 4.69 28.07 2 0.0 0.0 
10524488 0 33 67 39 46 7 50 0 16 0 1 6 19 32 0 0 1 -0.15 0.192 0.974 4.27 1.12 -0.84 907 -0.19409 -0.17301 
10524496 0 33 66 39 46 6 48 0 16 0 0 6 20 34 0 0 1 -0.156 0.189 0.973 4.34 1.05 -0.84 900 -0.19215 -0.1758 
10515048 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.211 0.125 0.959 -4.13 4.55 29.05 2 0.0 0.0 
10524506 0 33 67 39 46 6 48 0 17 0 0 6 20 34 0 0 1 -0.16 0.192 0.982 4.69 0.84 -0.84 907 -0.19195 -0.17676 
10524516 0 33 67 39 45 6 47 0 17 0 0 6 20 34 0 0 2 -0.161 0.19 0.983 4.76 0.98 -0.77 903 -0.19086 -0.17651 
10524528 0 33 66 39 45 6 48 0 17 0 0 6 20 34 0 0 1 -0.151 0.201 0.981 4.34 1.05 -0.84 902 -0.191 -0.17663 
10515061 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.206 0.129 0.954 -3.36 4.76 30.17 2 0.0 0.0 
10515068 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.2 0.124 0.947 -2.31 6.09 31.22 2 0.0 0.0 
10515078 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.199 0.116 0.945 -1.47 8.19 32.06 2 0.0 0.0 
10524536 0 33 66 39 45 6 48 0 17 0 0 6 21 32 0 0 0 -0.154 0.197 0.972 3.78 1.19 -0.84 898 -0.19252 -0.17529 
10515089 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.218 0.104 0.964 -1.75 9.8 32.13 2 0.0 0.0 
10515100 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.213 0.107 0.974 -2.45 10.01 32.06 5 0.0 0.0 
10524546 0 33 66 39 45 6 48 0 17 0 0 5 22 34 0 0 0 -0.148 0.2 0.97 3.01 1.47 -0.77 903 -0.19068 -0.17736 
10524556 0 32 66 39 46 6 47 0 17 0 0 5 21 34 0 0 0 -0.154 0.191 0.96 2.38 1.61 -0.7 897 -0.19174 -0.17772 
10515108 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.206 0.114 0.979 -3.22 9.24 31.85 5 0.0 0.0 
10524568 0 33 66 39 46 6 47 0 17 0 0 5 20 34 0 0 0 -0.15 0.183 0.968 2.31 1.61 -0.84 897 -0.19369 -0.17644 
10515119 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.183 0.121 0.986 -3.85 8.33 31.85 5 0.0 0.0 
10515128 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.16 0.122 0.995 -4.83 7.28 31.99 5 0.0 0.0 
10515140 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.163 0.13 0.988 -6.23 6.72 32.27 5 0.0 0.0 
10524576 0 35 66 39 46 6 47 0 17 0 0 5 20 34 0 0 1 -0.154 0.191 0.98 2.73 1.4 -0.84 904 -0.1941 -0.17488 
10524586 0 33 66 39 45 6 47 0 17 0 0 4 20 36 0 0 1 -0.152 0.209 0.968 2.87 1.4 -0.91 898 -0.1919 -0.1782 
10524596 0 32 67 39 46 6 47 0 17 0 0 5 20 36 0 0 1 -0.147 0.203 0.971 2.31 1.61 -0.98 903 -0.19086 -0.17902 
10515149 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.161 0.141 0.998 -7.84 5.88 32.76 5 0.0 0.0 
10515158 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.169 0.143 1.006 -9.31 4.55 33.53 5 0.0 0.0 
10524609 0 32 67 39 46 6 47 0 17 0 0 4 20 36 0 0 0 -0.143 0.203 0.968 1.82 2.03 -1.05 899 -0.19309 -0.179 
10524616 0 32 67 39 47 5 47 0 17 0 0 4 19 35 0 0 1 -0.146 0.198 0.968 1.75 1.75 -1.19 895 -0.19497 -0.17906 
10515168 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.163 0.147 0.976 -9.94 3.29 34.44 5 0.0 0.0 
10524626 0 31 67 39 47 6 48 0 19 0 0 4 21 35 0 0 0 -0.16 0.199 0.972 2.59 1.33 -1.12 911 -0.19063 -0.18193 
10515181 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.166 0.149 0.945 -9.73 3.43 36.05 5 0.0 0.0 
10515188 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.171 0.135 0.952 -9.1 4.55 37.94 7 0.0 0.0 
10524636 0 31 66 39 46 5 48 0 19 0 0 4 21 35 0 0 1 -0.156 0.199 0.975 3.57 1.19 -0.84 904 -0.18899 -0.18286 
10524648 0 32 67 39 46 5 48 0 19 0 0 4 20 36 0 0 0 -0.143 0.197 0.963 4.06 1.19 -0.91 907 -0.19152 -0.18206 
10515198 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.193 0.111 0.951 -9.66 5.6 39.48 5 0.0 0.0 
10524656 0 31 67 39 46 5 48 0 19 0 0 4 20 36 0 0 0 -0.151 0.197 0.98 4.2 1.12 -0.98 904 -0.19086 -0.18297 
10515209 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.196 0.096 0.953 -10.71 6.23 39.9 5 0.0 0.0 
10515220 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.199 0.093 0.98 -12.04 6.16 39.83 5 0.0 0.0 
10524666 0 32 66 39 45 5 47 0 19 0 0 5 21 36 0 0 1 -0.146 0.205 0.973 4.97 0.91 -0.84 906 -0.18721 -0.18202 
10524676 0 32 66 38 46 5 49 0 19 0 0 4 21 37 0 0 0 -0.15 0.201 0.979 5.53 0.77 -0.77 910 -0.18832 -0.18439 
10515228 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.188 0.095 0.968 -12.74 5.6 39.97 7 0.0 0.0 
10524688 0 31 66 38 46 5 49 0 19 0 0 4 20 37 0 0 1 -0.147 0.208 0.974 5.74 0.35 -0.84 905 -0.18801 -0.18516 
10524696 0 31 66 39 45 5 50 0 21 0 0 4 22 38 0 0 1 -0.152 0.211 0.97 5.39 0.07 -0.84 925 -0.18287 -0.18766 
10524706 0 31 66 39 46 4 50 0 21 0 0 3 23 38 0 0 0 -0.15 0.204 0.966 5.04 0.14 -0.91 923 -0.18431 -0.18895 
10515239 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.178 0.089 0.967 -12.46 5.81 40.25 7 0.0 0.0 
10515248 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.177 0.089 0.99 -11.62 5.74 40.88 7 0.0 0.0 
10515260 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.162 0.059 0.997 -10.85 5.18 41.37 7 0.0 0.0 
10524716 0 30 66 39 46 4 49 0 21 0 0 4 22 37 0 0 1 -0.151 0.209 0.978 5.04 0.28 -0.77 917 -0.18372 -0.18853 
10515269 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.157 0.069 0.996 -11.34 4.41 41.37 7 0.0 0.0 
10515278 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.14 0.058 1.004 -11.34 3.43 40.95 7 0.0 0.0 
10524729 0 32 65 39 45 3 49 0 21 0 0 3 21 37 0 0 0 -0.15 0.206 0.976 4.97 -0.0 -0.7 907 -0.18772 -0.18713 
10524736 0 32 65 38 46 5 49 0 21 0 0 3 22 40 0 0 1 -0.144 0.219 0.971 4.83 0.14 -0.63 924 -0.18254 -0.18919 
10515289 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.126 0.056 0.988 -11.2 2.8 40.04 7 0.0 0.0 
10524746 0 32 65 38 46 5 50 0 21 0 0 3 22 40 0 0 1 -0.148 0.221 0.97 4.34 0.28 -0.63 927 -0.18244 -0.18946 
10515301 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.144 0.045 0.973 -10.99 2.87 39.06 9 0.0 0.0 
10515309 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.157 0.042 0.961 -10.92 3.43 38.22 9 0.0 0.0 
10524756 0 31 66 38 46 5 51 0 21 0 0 3 22 40 0 0 0 -0.152 0.218 0.958 3.92 0.35 -0.56 928 -0.18318 -0.19037 
10524768 0 31 67 38 46 4 51 0 21 0 0 3 21 40 0 0 0 -0.148 0.216 0.961 3.71 0.21 -0.49 925 -0.18522 -0.1908 
10515319 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.192 0.021 0.953 -10.78 4.48 37.38 9 0.0 0.0 
10524776 0 32 67 38 46 4 51 0 21 0 0 2 21 38 0 0 1 -0.141 0.209 0.979 5.11 -0.56 -0.42 922 -0.1881 -0.18892 
10524786 0 32 66 38 46 3 50 0 21 0 0 2 20 40 0 0 0 -0.141 0.209 0.979 5.11 -0.56 -0.42 913 -0.18809 -0.19041 
10524796 0 31 66 38 46 3 50 0 21 0 0 3 20 40 0 0 1 -0.145 0.223 0.983 6.09 -0.63 -0.21 915 -0.18524 -0.1913 
10524808 0 31 66 38 46 3 50 0 23 0 0 2 19 41 0 0 0 -0.14 0.215 0.981 6.86 -0.49 0.0 918 -0.18616 -0.19352 
10515329 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.208 0.007 0.963 -11.13 5.04 36.26 9 0.0 0.0 
10515341 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.203 0.005 0.976 -11.97 4.97 34.93 9 0.0 0.0 
10515349 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0.166 0.003 0.973 -12.25 4.97 31.08 9 0.0 0.0 
10515359 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0.166 0.003 0.973 -12.25 4.97 31.08 15 0.0 0.0 
10515369 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0.155 0.014 0.974 -11.83 6.3 29.4 12 0.0 0.0 
10524816 0 30 66 38 46 2 51 0 23 0 0 2 20 41 0 0 0 -0.152 0.219 0.982 9.38 -1.61 0.56 918 -0.18435 -0.19586 
10524826 0 30 66 38 46 3 51 0 23 0 0 2 21 40 0 0 0 -0.152 0.219 0.982 9.38 -1.61 0.56 922 -0.18383 -0.19465 
